index_cluster,min_value_KRA_PREC_100m_chanel_0,max_value_KRA_PREC_100m_chanel_0,mean_value_KRA_PREC_100m_chanel_0,min_value_KRA_PREC_100m_chanel_1,max_value_KRA_PREC_100m_chanel_1,mean_value_KRA_PREC_100m_chanel_1,min_value_KRA_PREC_100m_chanel_2,max_value_KRA_PREC_100m_chanel_2,mean_value_KRA_PREC_100m_chanel_2,min_value_KRA_PREC_100m_chanel_3,max_value_KRA_PREC_100m_chanel_3,mean_value_KRA_PREC_100m_chanel_3,min_value_KRA_PREC_100m_chanel_4,max_value_KRA_PREC_100m_chanel_4,mean_value_KRA_PREC_100m_chanel_4,min_value_KRA_PREC_100m_chanel_5,max_value_KRA_PREC_100m_chanel_5,mean_value_KRA_PREC_100m_chanel_5,min_value_KRA_PREC_100m_chanel_6,max_value_KRA_PREC_100m_chanel_6,mean_value_KRA_PREC_100m_chanel_6,min_value_KRA_PREC_100m_chanel_7,max_value_KRA_PREC_100m_chanel_7,mean_value_KRA_PREC_100m_chanel_7,min_value_KRA_PREC_100m_chanel_8,max_value_KRA_PREC_100m_chanel_8,mean_value_KRA_PREC_100m_chanel_8,min_value_KRA_PREC_100m_chanel_9,max_value_KRA_PREC_100m_chanel_9,mean_value_KRA_PREC_100m_chanel_9,min_value_KRA_PREC_100m_chanel_10,max_value_KRA_PREC_100m_chanel_10,mean_value_KRA_PREC_100m_chanel_10,min_value_KRA_PREC_100m_chanel_11,max_value_KRA_PREC_100m_chanel_11,mean_value_KRA_PREC_100m_chanel_11,min_value_KRA_RELIEF_ASPECT_100m,max_value_KRA_RELIEF_ASPECT_100m,mean_value_KRA_RELIEF_ASPECT_100m,min_value_KRA_RELIEF_HEIGHT_100m,max_value_KRA_RELIEF_HEIGHT_100m,mean_value_KRA_RELIEF_HEIGHT_100m,min_value_KRA_RELIEF_SLOPE_100m,max_value_KRA_RELIEF_SLOPE_100m,mean_value_KRA_RELIEF_SLOPE_100m,Unnamed: 0,count_of_0.0,count_of_1.0,count_of_2.0,count_of_3.0,count_of_4.0,count_of_5.0,count_of_6.0,count_of_7.0,count_of_8.0,count_of_9.0,min_value_KRA_SUNNY_DAYS_APR_OCT_100m,max_value_KRA_SUNNY_DAYS_APR_OCT_100m,mean_value_KRA_SUNNY_DAYS_APR_OCT_100m,min_value_KRA_TAVG_100m_chanel_0,max_value_KRA_TAVG_100m_chanel_0,mean_value_KRA_TAVG_100m_chanel_0,min_value_KRA_TAVG_100m_chanel_1,max_value_KRA_TAVG_100m_chanel_1,mean_value_KRA_TAVG_100m_chanel_1,min_value_KRA_TAVG_100m_chanel_2,max_value_KRA_TAVG_100m_chanel_2,mean_value_KRA_TAVG_100m_chanel_2,min_value_KRA_TAVG_100m_chanel_3,max_value_KRA_TAVG_100m_chanel_3,mean_value_KRA_TAVG_100m_chanel_3,min_value_KRA_TAVG_100m_chanel_4,max_value_KRA_TAVG_100m_chanel_4,mean_value_KRA_TAVG_100m_chanel_4,min_value_KRA_TAVG_100m_chanel_5,max_value_KRA_TAVG_100m_chanel_5,mean_value_KRA_TAVG_100m_chanel_5,min_value_KRA_TAVG_100m_chanel_6,max_value_KRA_TAVG_100m_chanel_6,mean_value_KRA_TAVG_100m_chanel_6,min_value_KRA_TAVG_100m_chanel_7,max_value_KRA_TAVG_100m_chanel_7,mean_value_KRA_TAVG_100m_chanel_7,min_value_KRA_TAVG_100m_chanel_8,max_value_KRA_TAVG_100m_chanel_8,mean_value_KRA_TAVG_100m_chanel_8,min_value_KRA_TAVG_100m_chanel_9,max_value_KRA_TAVG_100m_chanel_9,mean_value_KRA_TAVG_100m_chanel_9,min_value_KRA_TAVG_100m_chanel_10,max_value_KRA_TAVG_100m_chanel_10,mean_value_KRA_TAVG_100m_chanel_10,min_value_KRA_TAVG_100m_chanel_11,max_value_KRA_TAVG_100m_chanel_11,mean_value_KRA_TAVG_100m_chanel_11,min_value_KRA_TMAX_100m_chanel_0,max_value_KRA_TMAX_100m_chanel_0,mean_value_KRA_TMAX_100m_chanel_0,min_value_KRA_TMAX_100m_chanel_1,max_value_KRA_TMAX_100m_chanel_1,mean_value_KRA_TMAX_100m_chanel_1,min_value_KRA_TMAX_100m_chanel_2,max_value_KRA_TMAX_100m_chanel_2,mean_value_KRA_TMAX_100m_chanel_2,min_value_KRA_TMAX_100m_chanel_3,max_value_KRA_TMAX_100m_chanel_3,mean_value_KRA_TMAX_100m_chanel_3,min_value_KRA_TMAX_100m_chanel_4,max_value_KRA_TMAX_100m_chanel_4,mean_value_KRA_TMAX_100m_chanel_4,min_value_KRA_TMAX_100m_chanel_5,max_value_KRA_TMAX_100m_chanel_5,mean_value_KRA_TMAX_100m_chanel_5,min_value_KRA_TMAX_100m_chanel_6,max_value_KRA_TMAX_100m_chanel_6,mean_value_KRA_TMAX_100m_chanel_6,min_value_KRA_TMAX_100m_chanel_7,max_value_KRA_TMAX_100m_chanel_7,mean_value_KRA_TMAX_100m_chanel_7,min_value_KRA_TMAX_100m_chanel_8,max_value_KRA_TMAX_100m_chanel_8,mean_value_KRA_TMAX_100m_chanel_8,min_value_KRA_TMAX_100m_chanel_9,max_value_KRA_TMAX_100m_chanel_9,mean_value_KRA_TMAX_100m_chanel_9,min_value_KRA_TMAX_100m_chanel_10,max_value_KRA_TMAX_100m_chanel_10,mean_value_KRA_TMAX_100m_chanel_10,min_value_KRA_TMAX_100m_chanel_11,max_value_KRA_TMAX_100m_chanel_11,mean_value_KRA_TMAX_100m_chanel_11,min_value_KRA_TMIN_100m_chanel_0,max_value_KRA_TMIN_100m_chanel_0,mean_value_KRA_TMIN_100m_chanel_0,min_value_KRA_TMIN_100m_chanel_1,max_value_KRA_TMIN_100m_chanel_1,mean_value_KRA_TMIN_100m_chanel_1,min_value_KRA_TMIN_100m_chanel_2,max_value_KRA_TMIN_100m_chanel_2,mean_value_KRA_TMIN_100m_chanel_2,min_value_KRA_TMIN_100m_chanel_3,max_value_KRA_TMIN_100m_chanel_3,mean_value_KRA_TMIN_100m_chanel_3,min_value_KRA_TMIN_100m_chanel_4,max_value_KRA_TMIN_100m_chanel_4,mean_value_KRA_TMIN_100m_chanel_4,min_value_KRA_TMIN_100m_chanel_5,max_value_KRA_TMIN_100m_chanel_5,mean_value_KRA_TMIN_100m_chanel_5,min_value_KRA_TMIN_100m_chanel_6,max_value_KRA_TMIN_100m_chanel_6,mean_value_KRA_TMIN_100m_chanel_6,min_value_KRA_TMIN_100m_chanel_7,max_value_KRA_TMIN_100m_chanel_7,mean_value_KRA_TMIN_100m_chanel_7,min_value_KRA_TMIN_100m_chanel_8,max_value_KRA_TMIN_100m_chanel_8,mean_value_KRA_TMIN_100m_chanel_8,min_value_KRA_TMIN_100m_chanel_9,max_value_KRA_TMIN_100m_chanel_9,mean_value_KRA_TMIN_100m_chanel_9,min_value_KRA_TMIN_100m_chanel_10,max_value_KRA_TMIN_100m_chanel_10,mean_value_KRA_TMIN_100m_chanel_10,min_value_KRA_TMIN_100m_chanel_11,max_value_KRA_TMIN_100m_chanel_11,mean_value_KRA_TMIN_100m_chanel_11,min_value_KRA_WATER_SEASONALYTY_100m,max_value_KRA_WATER_SEASONALYTY_100m,mean_value_KRA_WATER_SEASONALYTY_100m
78,43.0,43.0,43.0,37.0,37.0,37.0,33.0,33.0,33.0,35.0,35.0,35.0,45.0,45.0,45.0,54.0,54.0,54.0,55.0,55.0,55.0,45.0,46.0,45.11764526367188,43.0,43.0,43.0,31.0,31.0,31.0,44.0,44.0,44.0,58.0,58.0,58.0,270.0,270.0,270.0,15.0,18.0,16.52941131591797,0.2864765226840973,0.2864765226840973,0.2864765226840973,78,17,0,0,0,0,0,0,0,0,0,133.0,133.0,133.0,-24.0,-24.0,-24.0,-20.0,-20.0,-20.0,21.0,21.0,21.0,103.0,103.0,103.0,161.0,161.0,161.0,209.0,209.0,209.0,234.0,234.0,234.0,229.0,229.0,229.0,174.0,174.0,174.0,106.0,106.0,106.0,37.0,37.0,37.0,0.0,0.0,0.0,2.0,2.0,2.0,56.0,56.0,56.0,100.0,100.0,100.0,143.0,144.0,143.1764678955078,203.0,203.0,203.0,248.0,248.0,248.0,276.0,276.0,276.0,272.0,272.0,272.0,217.0,218.0,217.2941131591797,146.0,146.0,146.0,63.0,63.0,63.0,23.0,23.0,23.0,-51.0,-51.0,-51.0,-52.0,-52.0,-52.0,-13.0,-13.0,-13.0,62.0,62.0,62.0,120.0,120.0,120.0,171.0,171.0,171.0,192.0,193.0,192.9411773681641,185.0,185.0,185.0,130.0,130.0,130.0,67.0,67.0,67.0,11.0,11.0,11.0,-23.0,-23.0,-23.0,0.0,0.0,0.0
79,52.0,52.0,52.0,41.0,42.0,41.400001525878906,46.0,47.0,46.20000076293945,44.0,46.0,44.650001525878906,53.0,54.0,53.04999923706055,62.0,63.0,62.59999847412109,55.0,55.0,55.0,48.0,48.0,48.0,40.0,41.0,40.29999923706055,40.0,41.0,40.95000076293945,52.0,53.0,52.400001525878906,64.0,65.0,64.4000015258789,-99999.0,-99999.0,-99999.0,1.0,1.0,1.0,0.0,0.0,0.0,79,20,0,0,0,0,0,0,0,0,0,122.0,122.0,122.0,-15.0,-15.0,-15.0,-9.0,-9.0,-9.0,38.0,38.0,38.0,116.0,116.0,116.0,165.0,165.0,165.0,207.0,207.0,207.0,234.0,234.0,234.0,225.0,225.0,225.0,174.0,174.0,174.0,111.0,111.0,111.0,46.0,46.0,46.0,6.0,6.0,6.0,18.0,18.0,18.0,80.0,81.0,80.30000305175781,122.0,123.0,122.3000030517578,164.0,164.0,164.0,214.0,214.0,214.0,254.0,254.0,254.0,283.0,283.0,283.0,278.0,278.0,278.0,225.0,226.0,225.6999969482422,158.0,158.0,158.0,81.0,81.0,81.0,37.0,37.0,37.0,-48.0,-48.0,-48.0,-44.0,-44.0,-44.0,-4.0,-4.0,-4.0,68.0,68.0,68.0,115.0,116.0,115.3000030517578,159.0,160.0,159.9499969482422,184.0,185.0,184.6999969482422,172.0,173.0,172.89999389648438,122.0,123.0,122.6999969482422,63.0,64.0,63.70000076293945,11.0,11.0,11.0,-24.0,-24.0,-24.0,1.0,1.0,1.0
80,52.0,52.0,52.0,41.0,41.0,41.0,43.0,44.0,43.875,43.0,43.0,43.0,54.0,54.0,54.0,66.0,66.0,66.0,55.0,55.0,55.0,47.0,47.0,47.0,39.0,39.0,39.0,41.0,42.0,41.125,53.0,53.0,53.0,64.0,64.0,64.0,360.0,360.0,360.0,5.0,8.0,5.75,0.5729386806488037,1.432096242904663,0.8593436479568481,80,8,0,0,0,0,0,0,0,0,0,121.0,121.0,121.0,-15.0,-15.0,-15.0,-9.0,-9.0,-9.0,38.0,38.0,38.0,116.0,116.0,116.0,165.0,165.0,165.0,207.0,207.0,207.0,235.0,235.0,235.0,226.0,226.0,226.0,174.0,174.0,174.0,110.0,110.0,110.0,45.0,45.0,45.0,5.0,5.0,5.0,19.0,19.0,19.0,86.0,86.0,86.0,129.0,129.0,129.0,172.0,172.0,172.0,222.0,222.0,222.0,260.0,260.0,260.0,290.0,290.0,290.0,285.0,285.0,285.0,231.0,231.0,231.0,162.0,162.0,162.0,83.0,83.0,83.0,37.0,37.0,37.0,-50.0,-50.0,-50.0,-47.0,-47.0,-47.0,-9.0,-9.0,-9.0,61.0,61.0,61.0,107.0,108.0,107.875,154.0,154.0,154.0,179.0,179.0,179.0,167.0,167.0,167.0,117.0,117.0,117.0,58.0,58.0,58.0,7.0,7.0,7.0,-26.0,-26.0,-26.0,0.0,0.0,0.0
81,52.0,52.0,52.0,42.0,42.0,42.0,46.0,48.0,46.77777862548828,46.0,50.0,47.88888931274414,53.0,54.0,53.11111068725586,62.0,63.0,62.44444274902344,55.0,55.0,55.0,48.0,49.0,48.55555725097656,42.0,42.0,42.0,42.0,42.0,42.0,52.0,53.0,52.11111068725586,64.0,65.0,64.88888549804688,-99999.0,-99999.0,-99999.0,1.0,1.0,1.0,0.0,0.0,0.0,81,9,0,0,0,0,0,0,0,0,0,122.0,122.0,122.0,-13.0,-13.0,-13.0,-7.0,-7.0,-7.0,39.0,39.0,39.0,117.0,117.0,117.0,166.0,166.0,166.0,208.0,208.0,208.0,233.0,233.0,233.0,224.0,224.0,224.0,173.0,173.0,173.0,111.0,111.0,111.0,47.0,47.0,47.0,7.0,7.0,7.0,19.0,19.0,19.0,78.0,78.0,78.0,119.0,119.0,119.0,160.0,160.0,160.0,211.0,211.0,211.0,252.0,252.0,252.0,279.0,279.0,279.0,273.0,273.0,273.0,221.0,221.0,221.0,155.0,155.0,155.0,80.0,80.0,80.0,37.0,37.0,37.0,-46.0,-45.0,-45.11111068725586,-41.0,-40.0,-40.22222137451172,0.0,1.0,0.6666666865348816,73.0,73.0,73.0,120.0,121.0,120.66666412353516,163.0,164.0,163.6666717529297,188.0,188.0,188.0,175.0,176.0,175.88888549804688,126.0,126.0,126.0,68.0,68.0,68.0,14.0,14.0,14.0,-23.0,-23.0,-23.0,0.0,0.0,0.0
82,50.0,50.0,50.0,41.0,41.0,41.0,40.0,41.0,40.25,38.0,39.0,38.25,49.0,49.0,49.0,58.0,58.0,58.0,53.0,53.0,53.0,50.0,50.0,50.0,46.0,46.0,46.0,41.0,41.0,41.0,51.0,51.0,51.0,63.0,63.0,63.0,-99999.0,-99999.0,-99999.0,1.0,1.0,1.0,0.0,0.0,0.0,82,8,0,0,0,0,0,0,0,0,0,131.0,131.0,131.0,-9.0,-9.0,-9.0,-3.0,-3.0,-3.0,40.0,40.0,40.0,117.0,117.0,117.0,166.0,166.0,166.0,208.0,208.0,208.0,234.0,234.0,234.0,224.0,224.0,224.0,174.0,174.0,174.0,113.0,113.0,113.0,50.0,50.0,50.0,11.0,11.0,11.0,23.0,23.0,23.0,82.0,82.0,82.0,123.0,123.0,123.0,163.0,163.0,163.0,214.0,214.0,214.0,254.0,254.0,254.0,280.0,280.0,280.0,274.0,274.0,274.0,224.0,225.0,224.5,160.0,160.0,160.0,86.0,86.0,86.0,42.0,43.0,42.75,-41.0,-41.0,-41.0,-39.0,-39.0,-39.0,-2.0,-2.0,-2.0,70.0,70.0,70.0,117.0,118.0,117.875,161.0,162.0,161.5,187.0,187.0,187.0,175.0,175.0,175.0,124.0,124.0,124.0,66.0,66.0,66.0,13.0,14.0,13.5,-20.0,-20.0,-20.0,0.0,0.0,0.0
83,50.0,50.0,50.0,41.0,41.0,41.0,41.0,41.0,41.0,39.0,39.0,39.0,49.0,49.0,49.0,58.0,58.0,58.0,53.0,53.0,53.0,50.0,50.0,50.0,46.0,46.0,46.0,41.0,41.0,41.0,51.0,51.0,51.0,63.0,63.0,63.0,-99999.0,-99999.0,-99999.0,1.0,1.0,1.0,0.0,0.0,0.0,83,9,0,0,0,0,0,0,0,0,0,130.0,130.0,130.0,-9.0,-9.0,-9.0,-3.0,-3.0,-3.0,40.0,40.0,40.0,117.0,117.0,117.0,166.0,166.0,166.0,208.0,208.0,208.0,234.0,234.0,234.0,224.0,224.0,224.0,174.0,174.0,174.0,113.0,113.0,113.0,50.0,50.0,50.0,11.0,11.0,11.0,23.0,23.0,23.0,82.0,82.0,82.0,123.0,123.0,123.0,163.0,163.0,163.0,214.0,214.0,214.0,254.0,254.0,254.0,280.0,280.0,280.0,274.0,274.0,274.0,224.0,224.0,224.0,160.0,160.0,160.0,86.0,86.0,86.0,42.0,42.0,42.0,-41.0,-41.0,-41.0,-39.0,-39.0,-39.0,-2.0,-2.0,-2.0,70.0,70.0,70.0,118.0,118.0,118.0,162.0,162.0,162.0,187.0,187.0,187.0,175.0,175.0,175.0,124.0,124.0,124.0,66.0,66.0,66.0,14.0,14.0,14.0,-20.0,-20.0,-20.0,0.0,0.0,0.0
84,50.0,50.0,50.0,41.0,41.0,41.0,41.0,41.0,41.0,39.0,39.0,39.0,50.0,50.0,50.0,58.0,59.0,58.875,54.0,54.0,54.0,50.0,50.0,50.0,45.0,45.0,45.0,40.0,41.0,40.75,51.0,51.0,51.0,63.0,63.0,63.0,-99999.0,-99999.0,-99999.0,1.0,1.0,1.0,0.0,0.0,0.0,84,8,0,0,0,0,0,0,0,0,0,130.0,130.0,130.0,-9.0,-9.0,-9.0,-4.0,-4.0,-4.0,40.0,40.0,40.0,117.0,117.0,117.0,166.0,166.0,166.0,208.0,208.0,208.0,233.0,233.0,233.0,224.0,224.0,224.0,174.0,174.0,174.0,112.0,112.0,112.0,49.0,49.0,49.0,11.0,11.0,11.0,22.0,22.0,22.0,80.0,80.0,80.0,121.0,122.0,121.375,162.0,163.0,162.375,213.0,213.0,213.0,253.0,253.0,253.0,278.0,278.0,278.0,271.0,272.0,271.25,222.0,223.0,222.25,158.0,158.0,158.0,84.0,85.0,84.375,42.0,42.0,42.0,-41.0,-41.0,-41.0,-39.0,-39.0,-39.0,-1.0,-1.0,-1.0,71.0,71.0,71.0,118.0,119.0,118.625,162.0,163.0,162.625,188.0,188.0,188.0,175.0,175.0,175.0,125.0,125.0,125.0,66.0,66.0,66.0,14.0,14.0,14.0,-21.0,-20.0,-20.875,0.0,0.0,0.0
85,52.0,52.0,52.0,41.0,41.0,41.0,44.0,44.0,44.0,42.0,42.0,42.0,55.0,55.0,55.0,66.0,66.0,66.0,55.0,55.0,55.0,47.0,47.0,47.0,40.0,40.0,40.0,41.0,41.0,41.0,53.0,53.0,53.0,64.0,64.0,64.0,270.0,270.0,270.0,5.0,5.0,5.0,0.2864765226840973,0.5729386806488037,0.3819639384746551,85,6,0,0,0,0,0,0,0,0,0,119.0,119.0,119.0,-17.0,-17.0,-17.0,-10.0,-10.0,-10.0,37.0,37.0,37.0,115.0,115.0,115.0,162.0,162.0,162.0,205.0,205.0,205.0,231.0,231.0,231.0,224.0,224.0,224.0,172.0,172.0,172.0,108.0,108.0,108.0,44.0,44.0,44.0,5.0,5.0,5.0,18.0,18.0,18.0,81.0,81.0,81.0,124.0,124.0,124.0,167.0,167.0,167.0,217.0,217.0,217.0,256.0,256.0,256.0,285.0,285.0,285.0,282.0,282.0,282.0,227.0,227.0,227.0,158.0,159.0,158.3333282470703,80.0,80.0,80.0,35.0,35.0,35.0,-52.0,-52.0,-52.0,-46.0,-46.0,-46.0,-8.0,-8.0,-8.0,62.0,63.0,62.66666793823242,108.0,108.0,108.0,153.0,153.0,153.0,177.0,178.0,177.8333282470703,166.0,166.0,166.0,116.0,117.0,116.83333587646484,58.0,58.0,58.0,8.0,8.0,8.0,-26.0,-26.0,-26.0,0.0,0.0,0.0
86,51.0,51.0,51.0,42.0,42.0,42.0,44.0,44.0,44.0,42.0,43.0,42.272727966308594,52.0,52.0,52.0,61.0,61.0,61.0,55.0,55.0,55.0,49.0,49.0,49.0,43.0,43.0,43.0,41.0,42.0,41.18181991577149,52.0,52.0,52.0,63.0,64.0,63.18181991577149,-99999.0,-99999.0,-99999.0,1.0,1.0,1.0,0.0,0.0,0.0,86,11,0,0,0,0,0,0,0,0,0,123.0,123.0,123.0,-12.0,-12.0,-12.0,-6.0,-6.0,-6.0,40.0,40.0,40.0,117.0,117.0,117.0,166.0,166.0,166.0,208.0,208.0,208.0,233.0,233.0,233.0,224.0,224.0,224.0,173.0,173.0,173.0,111.0,111.0,111.0,47.0,47.0,47.0,8.0,8.0,8.0,20.0,20.0,20.0,79.0,80.0,79.36363983154297,120.0,121.0,120.36363983154295,161.0,162.0,161.18182373046875,211.0,212.0,211.18182373046875,253.0,253.0,253.0,279.0,279.0,279.0,273.0,274.0,273.18182373046875,222.0,222.0,222.0,155.0,156.0,155.18182373046875,81.0,82.0,81.7272720336914,38.0,38.0,38.0,-45.0,-45.0,-45.0,-41.0,-41.0,-41.0,0.0,0.0,0.0,72.0,73.0,72.81818389892578,120.0,120.0,120.0,162.0,162.0,162.0,187.0,187.0,187.0,174.0,174.0,174.0,124.0,125.0,124.7272720336914,66.0,67.0,66.7272720336914,13.0,13.0,13.0,-23.0,-23.0,-23.0,0.0,0.0,0.0
87,52.0,52.0,52.0,42.0,42.0,42.0,46.0,48.0,47.0,47.0,51.0,48.57143020629883,53.0,54.0,53.14285659790039,62.0,62.0,62.0,55.0,55.0,55.0,48.0,49.0,48.85714340209961,42.0,42.0,42.0,42.0,42.0,42.0,52.0,53.0,52.14285659790039,64.0,65.0,64.42857360839844,180.0,180.0,180.0,1.0,1.0,1.0,0.2864765226840973,0.2864765226840973,0.2864765226840973,87,7,0,0,0,0,0,0,0,0,0,122.0,122.0,122.0,-13.0,-13.0,-13.0,-7.0,-7.0,-7.0,39.0,39.0,39.0,117.0,117.0,117.0,166.0,166.0,166.0,208.0,208.0,208.0,233.0,233.0,233.0,224.0,224.0,224.0,174.0,174.0,174.0,111.0,111.0,111.0,47.0,47.0,47.0,7.0,7.0,7.0,19.0,19.0,19.0,78.0,79.0,78.71428680419922,119.0,120.0,119.71428680419922,160.0,161.0,160.42857360839844,211.0,211.0,211.0,253.0,253.0,253.0,279.0,279.0,279.0,273.0,274.0,273.1428527832031,221.0,222.0,221.14285278320312,155.0,155.0,155.0,80.0,81.0,80.71428680419922,38.0,38.0,38.0,-46.0,-45.0,-45.14285659790039,-41.0,-41.0,-41.0,0.0,0.0,0.0,72.0,73.0,72.85713958740234,120.0,120.0,120.0,163.0,163.0,163.0,187.0,188.0,187.2857208251953,175.0,175.0,175.0,125.0,126.0,125.28571319580078,67.0,68.0,67.28571319580078,14.0,14.0,14.0,-23.0,-23.0,-23.0,0.0,0.0,0.0
88,52.0,52.0,52.0,41.0,41.0,41.0,45.0,46.0,45.28571319580078,43.0,44.0,43.57143020629883,53.0,54.0,53.28571319580078,62.0,63.0,62.57143020629883,54.0,55.0,54.28571319580078,48.0,48.0,48.0,40.0,40.0,40.0,40.0,41.0,40.57143020629883,52.0,52.0,52.0,64.0,64.0,64.0,-99999.0,-99999.0,-99999.0,1.0,2.0,1.1428571939468384,0.0,0.0,0.0,88,7,0,0,0,0,0,0,0,0,0,122.0,122.0,122.0,-15.0,-15.0,-15.0,-9.0,-8.0,-8.285714149475098,38.0,38.0,38.0,116.0,116.0,116.0,165.0,165.0,165.0,207.0,207.0,207.0,234.0,234.0,234.0,225.0,226.0,225.2857208251953,174.0,174.0,174.0,111.0,111.0,111.0,46.0,46.0,46.0,6.0,6.0,6.0,19.0,19.0,19.0,80.0,81.0,80.85713958740234,122.0,123.0,122.85713958740234,164.0,164.0,164.0,214.0,215.0,214.2857208251953,254.0,254.0,254.0,283.0,283.0,283.0,278.0,279.0,278.28570556640625,226.0,226.0,226.0,158.0,158.0,158.0,81.0,81.0,81.0,37.0,37.0,37.0,-48.0,-48.0,-48.0,-44.0,-44.0,-44.0,-5.0,-4.0,-4.285714149475098,67.0,68.0,67.71428680419922,115.0,115.0,115.0,159.0,160.0,159.42857360839844,184.0,185.0,184.14285278320312,172.0,173.0,172.57142639160156,122.0,123.0,122.14286041259766,63.0,64.0,63.14285659790039,11.0,11.0,11.0,-24.0,-24.0,-24.0,1.0,1.0,1.0
89,50.0,50.0,50.0,41.0,41.0,41.0,41.0,41.0,41.0,39.0,39.0,39.0,49.0,49.0,49.0,59.0,59.0,59.0,54.0,54.0,54.0,50.0,50.0,50.0,45.0,45.0,45.0,41.0,41.0,41.0,51.0,51.0,51.0,63.0,63.0,63.0,-99999.0,-99999.0,-99999.0,1.0,1.0,1.0,0.0,0.0,0.0,89,10,0,0,0,0,0,0,0,0,0,129.0,129.0,129.0,-10.0,-10.0,-10.0,-4.0,-4.0,-4.0,39.0,39.0,39.0,117.0,117.0,117.0,166.0,166.0,166.0,208.0,208.0,208.0,233.0,233.0,233.0,223.0,223.0,223.0,173.0,173.0,173.0,112.0,112.0,112.0,49.0,49.0,49.0,10.0,10.0,10.0,22.0,22.0,22.0,80.0,80.0,80.0,121.0,121.0,121.0,162.0,162.0,162.0,213.0,213.0,213.0,252.0,252.0,252.0,277.0,277.0,277.0,270.0,270.0,270.0,221.0,222.0,221.8999938964844,158.0,158.0,158.0,84.0,84.0,84.0,41.0,41.0,41.0,-41.0,-41.0,-41.0,-39.0,-39.0,-39.0,-1.0,-1.0,-1.0,71.0,71.0,71.0,119.0,119.0,119.0,163.0,163.0,163.0,188.0,188.0,188.0,175.0,175.0,175.0,125.0,125.0,125.0,66.0,66.0,66.0,14.0,14.0,14.0,-21.0,-21.0,-21.0,0.0,0.0,0.0
90,50.0,51.0,50.83333206176758,41.0,41.0,41.0,41.0,41.0,41.0,39.0,39.0,39.0,49.0,50.0,49.5,59.0,59.0,59.0,54.0,54.0,54.0,49.0,49.0,49.0,45.0,46.0,45.16666793823242,42.0,42.0,42.0,51.0,52.0,51.5,63.0,63.0,63.0,-99999.0,-99999.0,-99999.0,1.0,1.0,1.0,0.0,0.0,0.0,90,6,0,0,0,0,0,0,0,0,0,129.0,129.0,129.0,-10.0,-10.0,-10.0,-5.0,-4.0,-4.333333492279053,39.0,39.0,39.0,116.0,117.0,116.66666412353516,165.0,166.0,165.5,207.0,208.0,207.1666717529297,232.0,232.0,232.0,223.0,223.0,223.0,173.0,173.0,173.0,112.0,112.0,112.0,49.0,49.0,49.0,10.0,10.0,10.0,22.0,22.0,22.0,79.0,80.0,79.5,121.0,121.0,121.0,162.0,162.0,162.0,212.0,213.0,212.5,252.0,252.0,252.0,277.0,277.0,277.0,270.0,271.0,270.5,221.0,222.0,221.6666717529297,158.0,158.0,158.0,84.0,84.0,84.0,41.0,41.0,41.0,-42.0,-41.0,-41.5,-40.0,-39.0,-39.33333206176758,-1.0,-1.0,-1.0,71.0,71.0,71.0,118.0,119.0,118.5,162.0,163.0,162.5,187.0,188.0,187.5,174.0,175.0,174.5,124.0,125.0,124.5,65.0,66.0,65.66666412353516,14.0,14.0,14.0,-21.0,-21.0,-21.0,0.0,0.0,0.0
91,51.0,52.0,51.83333206176758,41.0,41.0,41.0,43.0,45.0,44.16666793823242,42.0,43.0,42.16666793823242,53.0,53.0,53.0,62.0,62.0,62.0,54.0,54.0,54.0,48.0,48.0,48.0,40.0,40.0,40.0,40.0,40.0,40.0,52.0,52.0,52.0,63.0,64.0,63.83333206176758,-99999.0,-99999.0,-99999.0,1.0,1.0,1.0,0.0,0.0,0.0,91,6,0,0,0,0,0,0,0,0,0,122.0,122.0,122.0,-14.0,-14.0,-14.0,-8.0,-8.0,-8.0,38.0,38.0,38.0,116.0,116.0,116.0,165.0,165.0,165.0,207.0,207.0,207.0,234.0,234.0,234.0,225.0,225.0,225.0,174.0,174.0,174.0,111.0,111.0,111.0,46.0,46.0,46.0,6.0,6.0,6.0,19.0,19.0,19.0,80.0,81.0,80.66666412353516,122.0,123.0,122.66666412353516,164.0,164.0,164.0,214.0,214.0,214.0,254.0,254.0,254.0,283.0,283.0,283.0,278.0,278.0,278.0,225.0,226.0,225.8333282470703,158.0,158.0,158.0,81.0,81.0,81.0,37.0,37.0,37.0,-48.0,-48.0,-48.0,-44.0,-44.0,-44.0,-4.0,-4.0,-4.0,68.0,68.0,68.0,115.0,116.0,115.16666412353516,159.0,160.0,159.5,184.0,185.0,184.3333282470703,173.0,173.0,173.0,122.0,123.0,122.33333587646484,63.0,64.0,63.33333206176758,11.0,11.0,11.0,-24.0,-24.0,-24.0,1.0,1.0,1.0
